year,study,dataset_type,district,site,latitude,longitude,variety,variety_group,treatment_code,treatment,treatment_role,N_rate_kg_ha,P_rate_kg_ha,K_rate_kg_ha,adjusted_yield_kg_ha,yield_t_ha
2017,2017 core trial,trial,Dang,Shreegau,28.09895333,82.16464667,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,6944.0,6.944
2017,2017 core trial,trial,Dang,Shreegau,28.11210333,82.19006333,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,6810.0,6.81
2017,2017 core trial,trial,Dang,Shreegau,28.10811,82.18265167,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,6430.0,6.43
2017,2017 core trial,trial,Dang,Shreegau,28.09898833,82.164605,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,7179.0,7.179
2017,2017 core trial,trial,Dang,Shreegau,28.11221,82.18994832999999,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,6581.0,6.581
2017,2017 core trial,trial,Dang,Shreegau,28.10801,82.18283667,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,5547.0,5.547
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8088475,81.3939939,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,7683.3,7.6833
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8211541,81.4133801,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,9690.0,9.69
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8088501,81.3939867,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,9590.0,9.59
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8260665,81.4112789,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,11433.3,11.4333
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.821164,81.4134161,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,10673.0,10.673
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8087818,81.3939711,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,11440.0,11.44
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8211421,81.4133375,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,10833.3,10.8333
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.808847,81.3939854,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,11940.0,11.94
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8261686,81.4112852,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,12066.6,12.066600000000001
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8211589,81.4134189,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,10916.6,10.9166
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8088498,81.393989,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,10583.3,10.5833
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8261607,81.4113534,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,10833.3,10.8333
2017,2017 core trial,trial,Surkhet,Babiyachaur,28.8211589,81.413425,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,10960.0,10.96
2017,2017 core trial,trial,Surkhet,Gadhi,28.65118965,81.60158798,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,9683.3,9.6833
2017,2017 core trial,trial,Surkhet,Gadhi,28.6411182,81.6042125,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,4550.0,4.55
2017,2017 core trial,trial,Surkhet,Gadhi,28.65119685,81.60158947,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,9166.7,9.1667
2017,2017 core trial,trial,Surkhet,Gadhi,28.641167,81.6042906,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,11666.7,11.6667
2017,2017 core trial,trial,Surkhet,Gadhi,28.65122691,81.60160623,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,10350.0,10.35
2017,2017 core trial,trial,Surkhet,Gadhi,28.6410905,81.60421,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,11666.7,11.6667
2017,2017 core trial,trial,Surkhet,Gadhi,28.65119491,81.60158672,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,10416.7,10.4167
2017,2017 core trial,trial,Surkhet,Gadhi,28.6411939,81.6042881,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,12333.3,12.3333
2017,2017 core trial,trial,Surkhet,Gadhi,28.65119395,81.60158854,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,11666.7,11.6667
2017,2017 core trial,trial,Surkhet,Gadhi,28.6412356,81.6042663,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,12000.0,12.0
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4373608,81.896523,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,1920.0,1.92
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4405757,81.8977125,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,9920.0,9.92
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4402822,81.8985258,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,10123.3,10.123299999999999
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4373558,81.8965774,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,10450.0,10.45
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4405851,81.8977242,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,10560.0,10.56
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4404686,81.8985371,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,10500.0,10.5
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.437459,81.8965866,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,9313.3,9.3133
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4407304,81.8975914,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,10530.0,10.53
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4402503,81.8984343,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,9870.0,9.87
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4373753,81.8966023,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,10042.3,10.0423
2017,2017 core trial,trial,Surkhet,Ghumkhare,28.4406072,81.8978186,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,10143.3,10.1433
