year,study,dataset_type,district,site,variety_group,comparator_yield_t_ha,treatment_yield_t_ha,latitude,longitude,yield_response_t_ha,relative_yield_pct,strategy_role
2019,2019 Hybrid strategy block,Demo,Dang,Purandhara,Hybrid,6.731166860465116,6.789050581395349,28.100253614829853,82.28381641209126,0.057883720930233196,100.85993590903544,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Shantinagar,Hybrid,8.364416860465116,8.241936627906977,28.16601469530724,82.22742973593995,-0.12248023255813933,98.53569908576593,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Shreegau,Hybrid,9.82718023255814,7.6306651162790695,28.109905439196154,82.18612327706069,-2.1965151162790706,77.64857197793258,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Doti,Chhatiwan,Hybrid,7.3687720930232565,7.110931395348837,29.080199506133795,80.58981647249311,-0.2578406976744194,96.50090009000898,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Doti,Dipayal,Hybrid,7.674772093023257,7.8993,29.255768170114607,80.93196735251695,0.22452790697674363,102.92553191489361,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Doti,Ghanteshwor,Hybrid,8.268559263565892,8.238463829457364,29.12715916754678,80.57695982046425,-0.030095434108527996,99.636025658773,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Kavre,Bhakundebesi,Hybrid,5.44186046511628,7.176598837209303,27.562359469011426,85.64961304888129,1.7347383720930232,131.87767094017093,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Makwanpur,Radha Tiwari,Hybrid,6.9320123953488375,6.7610465116279075,,,-0.17096588372093002,97.53367602406998,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Nuwakot,Ramchandra Acharya,Hybrid,6.527906976744186,8.268683880232558,27.88448321633041,85.15071135945618,1.7407769034883724,126.66669285714288,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Palpa,Devinagar,Hybrid,9.906356592186047,10.133798452720931,27.807903739158064,83.70052484795451,0.2274418605348849,102.29591836734694,demo_udp_reduced_n_hybrid
